yearcombine,idplayer,namefirst,namelast,nameplayer,slugposition,heightwoshoesinches,heightwoshoes,weightlbs,wingspaninches,wingspan,reachstandinginches,reachstandingo,verticalleapstandinginches,verticalleapmaxinches,timelaneagility,timethreequartercourtsprint,repsbenchpress135
2005,101155,Ryan,Gomes,Ryan Gomes,SF-PF,78.5,6' 6.5'',248.0,86.0,7' 2'',106.5,8' 10.5'',26.5,30.5,12.49,3.24,9.0
2005,2732,Ben,Gordon,Ben Gordon,PG-SG,73.0,6' 1'',192.0,80.5,6' 8.5'',99.0,8' 3'',31.5,37.5,11.28,3.19,12.0
2005,2734,Devin,Harris,Devin Harris,PG,73.75,6' 1.75'',170.0,79.5,6' 7.5'',98.5,8' 2.5'',30.5,37.0,11.03,3.19,5.0
2005,2730,Dwight,Howard,Dwight Howard,PF-C,81.0,6' 9'',240.0,88.5,7' 4.5'',111.5,9' 3.5'',30.5,35.5,11.21,3.14,7.0
2005,12179,Rolando,Howell,Rolando Howell,PF,79.5,6' 7.5'',229.0,84.5,7' 0.5'',107.0,8' 11'',28.5,34.5,11.91,3.28,
2005,2743,Kris,Humphries,Kris Humphries,PF,80.25,6' 8.25'',238.0,84.5,7' 0.5'',106.5,8' 10.5'',29.5,36.0,11.33,3.2,22.0
2005,2738,Andre,Iguodala,Andre Iguodala,SG-SF,77.75,6' 5.75'',217.0,83.0,6' 11'',105.5,8' 9.5'',30.5,34.5,11.17,3.18,4.0
2005,12180,Martin,Iti,Martin Iti,C-PF,80.5,6' 8.5'',233.0,89.0,7' 5'',111.5,9' 3.5'',26.5,32.5,12.28,3.41,13.0
2005,2739,Luke,Jackson,Luke Jackson,SF-SG,78.0,6' 6'',212.0,80.5,6' 8.5'',103.0,8' 7'',26.5,36.0,11.1,3.24,13.0
2005,2744,Al,Jefferson,Al Jefferson,PF-SF,80.5,6' 8.5'',263.0,86.5,7' 2.5'',110.0,9' 2'',28.5,30.0,13.08,3.29,3.0
2005,2865,Arthur,Johnson,Arthur Johnson,PF-C,79.0,6' 7'',262.0,87.0,7' 3'',109.0,9' 1'',26.5,28.5,11.81,3.38,14.0
2005,12181,Ivan,Koljevic,Ivan Koljevic,PG,73.0,6' 1'',172.0,74.5,6' 2.5'',95.0,7' 11'',26.0,28.5,11.07,3.28,4.0
2005,12182,Herve,Lamizana,Herve Lamizana,SF-PF,79.5,6' 7.5'',210.0,85.5,7' 1.5'',107.0,8' 11'',,,,,
2005,2778,Sergei,Lishouk,Sergei Lishouk,PF-SF,82.25,6' 10.25'',244.0,84.0,7' 0'',109.5,9' 1.5'',,,,,
2005,2733,Shaun,Livingston,Shaun Livingston,PG-SG,78.25,6' 6.25'',186.0,83.0,6' 11'',105.5,8' 9.5'',26.5,30.0,10.72,3.23,
2005,12184,Jaime,Lloreda,Jaime Lloreda,PF,78.75,6' 6.75'',247.0,81.5,6' 9.5'',107.0,8' 11'',25.5,29.5,12.93,3.23,6.0
2005,12000,Bryant,Matthews,Bryant Matthews,SF-SG,77.75,6' 5.75'',206.0,84.5,7' 0.5'',105.5,8' 9.5'',29.0,34.5,11.08,3.13,13.0
2005,12001,Marcus,Melvin,Marcus Melvin,SF-PF,78.75,6' 6.75'',241.0,84.0,7' 0'',105.5,8' 9.5'',25.0,30.5,11.81,3.33,11.0
2005,2822,Rich,Melzer,Rich Melzer,PF-SF,79.5,6' 7.5'',229.0,86.0,7' 2'',107.0,8' 11'',24.5,28.5,11.74,3.39,8.0
2005,2777,Ricky,Minard,Ricky Minard,PG-SG,75.25,6' 3.25'',198.0,79.0,6' 7'',101.5,8' 5.5'',27.5,33.0,10.94,3.1,13.0
2005,12003,Marcus,Moore,Marcus Moore,PG-SG,76.0,6' 4'',202.0,81.0,6' 9'',101.5,8' 5.5'',25.0,30.0,11.31,3.34,
2005,12002,James,Moore,James Moore,PF-SF,78.5,6' 6.5'',198.0,84.5,7' 0.5'',107.0,8' 11'',28.5,32.5,11.01,3.21,
2005,12004,Michel,Morandais,Michel Morandais,SG-SF,75.75,6' 3.75'',205.0,83.5,6' 11.5'',102.0,8' 6'',30.5,33.5,11.45,3.22,16.0
2005,2749,Jameer,Nelson,Jameer Nelson,PG,71.0,5' 11'',199.0,74.5,6' 2.5'',95.0,7' 11'',28.5,33.5,10.95,3.14,15.0
2005,12005,Misan,Nikagbatse,Misan Nikagbatse,SG-PG,75.5,6' 3.5'',223.0,82.0,6' 10'',102.0,8' 6'',27.5,32.5,11.27,3.32,11.0
2005,2731,Emeka,Okafor,Emeka Okafor,C-PF,80.75,6' 8.75'',257.0,88.0,7' 4'',110.5,9' 2.5'',31.5,34.0,12.32,3.15,22.0
2005,12006,Randall,Orr,Randall Orr,PF-SF,81.0,6' 9'',193.0,82.5,6' 10.5'',107.5,8' 11.5'',26.5,33.0,11.18,3.27,6.0
2005,12007,Dylan,Page,Dylan Page,SF,79.5,6' 7.5'',239.0,79.0,6' 7'',105.0,8' 9'',26.0,30.0,10.99,3.4,17.0
2005,-1,Drago,Pasalic,Drago Pasalic,PF,81.25,6' 9.25'',231.0,83.5,6' 11.5'',108.0,9' 0'',25.5,30.0,12.97,3.56,8.0
2005,12008,Rickey,Paulding,Rickey Paulding,SG,74.75,6' 2.75'',210.0,81.5,6' 9.5'',101.5,8' 5.5'',30.0,36.0,11.14,3.17,17.0
2005,12009,Kelvin,Pena,Kelvin Pena,SG-PG,74.25,6' 2.25'',182.0,78.5,6' 6.5'',99.5,8' 3.5'',27.5,32.5,11.5,3.24,1.0
2005,2773,Tim,Pickett,Tim Pickett,PG-SG,75.0,6' 3'',207.0,79.5,6' 7.5'',100.5,8' 4.5'',,,,,
2005,12010,Omar,Quintero,Omar Quintero,PG,69.75,5' 9.75'',170.0,71.5,5' 11.5'',92.5,7' 8.5'',25.0,29.0,11.37,3.25,2.0
2005,2762,Peter,Ramos,Peter Ramos,C,85.75,7' 1.75'',266.0,89.5,7' 5.5'',111.5,9' 3.5'',24.0,26.5,12.61,3.6,2.0
2005,2876,Jared,Reiner,Jared Reiner,C-PF,82.0,6' 10'',246.0,84.5,7' 0.5'',109.0,9' 1'',22.0,26.0,12.65,3.56,15.0
2005,101160,Lawrence,Roberts,Lawrence Roberts,PF,79.5,6' 7.5'',233.0,81.5,6' 9.5'',106.5,8' 10.5'',27.5,33.0,12.52,3.3,18.0
2005,2774,Bernard,Robinson,Bernard Robinson,SG-SF,77.25,6' 5.25'',208.0,82.0,6' 10'',102.0,8' 6'',28.5,34.5,10.91,3.17,14.0
2005,101126,Nate,Robinson,Nate Robinson,PG,67.75,5' 7.75'',181.0,73.0,6' 1'',91.5,7' 7.5'',35.5,43.5,10.75,2.96,13.0
2005,12011,Aerick,Sanders,Aerick Sanders,PF,78.5,6' 6.5'',205.0,83.5,6' 11.5'',106.0,8' 10'',24.5,30.5,11.98,3.37,9.0
2005,2781,Romain,Sato,Romain Sato,SG,74.0,6' 2'',204.0,83.0,6' 11'',102.5,8' 6.5'',31.5,35.5,11.27,3.18,8.0
2005,12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,81.25,6' 9.25'',234.0,83.0,6' 11'',107.0,8' 11'',23.5,31.5,10.93,3.39,8.0
2005,2746,Josh,Smith,Josh Smith,SG-SF,79.0,6' 7'',221.0,84.0,7' 0'',106.5,8' 10.5'',32.5,39.5,11.43,3.24,12.0
2005,2747,J.R.,Smith,J.R. Smith,SG-SF,77.5,6' 5.5'',227.0,82.0,6' 10'',104.0,8' 8'',29.0,35.5,10.93,3.21,5.0
2005,2745,Kirk,Snyder,Kirk Snyder,SG-SF,78.0,6' 6'',228.0,81.0,6' 9'',104.0,8' 8'',30.0,35.0,10.79,3.13,19.0
2005,2776,Pape,Sow,Pape Sow,PF-C,80.5,6' 8.5'',233.0,86.0,7' 2'',108.5,9' 0.5'',28.0,31.5,12.13,3.27,18.0
2005,12014,Tiago,Splitter,Tiago Splitter,C-PF,82.25,6' 10.25'',233.0,86.0,7' 2'',109.5,9' 1.5'',26.0,31.5,11.65,3.38,8.0
2005,12015,Blake,Stepp,Blake Stepp,PG,,,,,,,,,,,,
2005,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,82.5,6' 10.5'',272.0,83.0,6' 11'',107.5,8' 11.5'',23.0,26.5,13.13,3.63,15.0
2005,12296,Marko,Tomas,Marko Tomas,SG-PG,78.5,6' 6.5'',198.0,79.0,6' 7'',103.5,8' 7.5'',32.0,31.5,11.8,3.23,
2005,2757,Beno,Udrih,Beno Udrih,PG,74.5,6' 2.5'',199.0,76.5,6' 4.5'',98.0,8' 2'',,,,,2.0
2005,2761,Jackson,Vroman,Jackson Vroman,PF-C,81.25,6' 9.25'',226.0,84.0,7' 0'',105.5,8' 9.5'',29.5,33.5,10.75,3.25,12.0
2005,2753,Delonte,West,Delonte West,PG-SG,73.5,6' 1.5'',183.0,78.0,6' 6'',99.5,8' 3.5'',30.0,35.0,11.2,3.15,12.0
2005,2863,Damien,Wilkins,Damien Wilkins,SG-SF,76.5,6' 4.5'',222.0,84.0,7' 0'',106.0,8' 10'',26.5,31.0,11.92,3.15,15.0
2005,12292,Mike,Williams,Mike Williams,SF,77.5,6' 5.5'',197.0,83.5,6' 11.5'',105.5,8' 9.5'',23.5,27.5,11.59,3.42,
2005,12293,Nate,Williams,Nate Williams,PF-SF,80.5,6' 8.5'',240.0,85.5,7' 1.5'',109.5,9' 1.5'',23.5,26.0,12.6,3.35,1.0
2005,12294,Rashad,Wright,Rashad Wright,PG,72.5,6' 0.5'',190.0,82.0,6' 10'',98.5,8' 2.5'',28.5,32.5,11.15,3.28,10.0
2006,101165,Alex,Acker,Alex Acker,SG,75.75,6' 3.75'',183.0,84.0,7' 0'',102.5,8' 6.5'',28.0,32.0,11.67,3.35,11.0
2006,101224,Deji,Akindele,Deji Akindele,C-PF,81.5,6' 9.5'',236.4,87.0,7' 3'',108.5,9' 0.5'',30.5,32.5,12.58,3.35,13.0
2006,200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,PF-C,,,,,,,,26.5,30.5,11.56,3.42,
2006,12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF-SF,82.0,6' 10'',220.6,83.0,6' 11'',110.0,9' 2'',,,,,5.0
2006,101187,Alan,Anderson,Alan Anderson,SG-SF,76.5,6' 4.5'',223.2,81.5,6' 9.5'',104.0,8' 8'',26.5,30.5,10.32,3.27,10.0
2006,101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C-PF,85.25,7' 1.25'',227.8,83.25,6' 11.25'',112.5,9' 4.5'',24.0,27.5,11.94,3.42,0.0
2006,101252,Sean,Banks,Sean Banks,SF,77.75,6' 5.75'',206.4,85.0,7' 1'',108.0,9' 0'',25.0,31.5,11.74,3.35,7.0
2006,101188,Eddie,Basden,Eddie Basden,SG-SF,76.25,6' 4.25'',210.0,82.25,6' 10.25'',101.0,8' 5'',33.0,36.5,10.52,3.21,14.0
2006,12105,Mike,Bell,Mike Bell,SF-PF,80.75,6' 8.75'',206.2,85.5,7' 1.5'',104.5,8' 8.5'',33.5,39.5,11.73,3.29,13.0
2006,101106,Andrew,Bogut,Andrew Bogut,C-PF,83.0,6' 11'',250.6,87.0,7' 3'',110.5,9' 2.5'',27.5,33.5,12.06,3.51,13.0
2006,200793,Dee,Brown,Dee Brown,PG-SG,71.0,5' 11'',179.0,74.0,6' 2'',94.0,7' 10'',,,,,
2006,101198,Will,Bynum,Will Bynum,PG-SG,70.5,5' 10.5'',188.8,75.5,6' 3.5'',93.0,7' 9'',33.0,40.5,11.12,3.0,15.0
2006,12106,Marcus,Campbell,Marcus Campbell,C,82.25,6' 10.25'',280.4,90.0,7' 6'',114.0,9' 6'',,,,,9.0
2006,101215,Will,Conroy,Will Conroy,PG,73.0,6' 1'',188.6,75.0,6' 3'',96.5,8' 0.5'',30.5,36.5,10.51,3.28,14.0
2006,12107,Taylor,Coppenrath,Taylor Coppenrath,PF-SF,79.75,6' 7.75'',252.4,83.5,6' 11.5'',106.5,8' 10.5'',24.5,27.0,11.51,3.44,5.0
2006,101143,Travis,Diener,Travis Diener,PG-SG,71.75,5' 11.75'',165.2,71.75,5' 11.75'',93.5,7' 9.5'',24.5,31.0,10.85,3.26,1.0
2006,101113,Ike,Diogu,Ike Diogu,PF,78.5,6' 6.5'',255.4,87.5,7' 3.5'',109.0,9' 1'',28.0,31.0,11.94,3.45,21.0
2006,12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,5' 11.25'',160.8,71.5,5' 11.5'',94.0,7' 10'',25.0,30.5,11.41,3.24,0.0
2006,101145,Monta,Ellis,Monta Ellis,SG-PG,74.25,6' 2.25'',176.6,74.75,6' 2.75'',98.0,8' 2'',26.5,31.5,12.13,3.31,0.0
2006,101109,Raymond,Felton,Raymond Felton,PG,71.5,5' 11.5'',199.4,76.25,6' 4.25'',98.0,8' 2'',29.0,33.5,10.5,3.06,6.0
2006,201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,6' 4.75'',172.0,79.5,6' 7.5'',101.5,8' 5.5'',26.5,35.5,10.48,3.33,0.0
2006,12109,D'Or,Fischer,D'Or Fischer,C-PF,81.25,6' 9.25'',242.4,90.0,7' 6'',110.5,9' 2.5'',28.0,30.5,12.53,3.5,2.0
2006,12110,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,6' 10.25'',235.2,90.75,7' 6.75'',111.5,9' 3.5'',29.5,34.0,11.53,3.28,12.0
2006,101213,Sharrod,Ford,Sharrod Ford,PF,79.25,6' 7.25'',212.8,85.5,7' 1.5'',106.0,8' 10'',28.5,37.0,11.92,3.2,9.0
2006,101112,Channing,Frye,Channing Frye,PF-C,81.5,6' 9.5'',243.6,86.5,7' 2.5'',110.5,9' 2.5'',27.5,31.0,11.6,3.38,19.0
2006,101184,Deng,Gai,Deng Gai,PF-C,79.75,6' 7.75'',214.0,88.5,7' 4.5'',110.5,9' 2.5'',31.5,35.5,12.51,3.27,11.0
2006,101128,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,6' 5.75'',189.6,82.75,6' 10.75'',103.0,8' 7'',27.5,31.5,10.63,3.33,5.0
2006,12111,John,Gilchrist,John Gilchrist,PG,73.25,6' 1.25'',195.2,81.25,6' 9.25'',96.5,8' 0.5'',30.5,36.5,11.48,3.15,12.0
2006,101162,Marcin,Gortat,Marcin Gortat,PF-C,83.0,6' 11'',225.2,87.5,7' 3.5'',110.0,9' 2'',29.5,36.0,11.48,3.33,18.0
2006,101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',216.6,80.0,6' 8'',104.0,8' 8'',30.0,36.0,10.62,3.05,26.0
2006,101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',31.0,34.0,10.84,3.34,10.0
2006,101123,Gerald,Green,Gerald Green,SF,78.0,6' 6'',192.0,81.75,6' 9.75'',104.0,8' 8'',31.5,39.0,11.2,3.21,7.0
2006,101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',232.4,82.0,6' 10'',104.5,8' 8.5'',30.0,33.0,10.7,3.34,20.0
2006,101129,Luther,Head,Luther Head,PG-SG,74.0,6' 2'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',31.5,38.5,11.12,3.21,14.0
2006,101125,Julius,Hodge,Julius Hodge,SG-SF,78.0,6' 6'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',24.5,29.0,10.89,3.18,14.0
2006,12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,,,16.0
2006,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',22.0,30.0,11.59,3.56,2.0
2006,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',197.6,79.5,6' 7.5'',100.0,8' 4'',26.0,28.5,10.87,3.24,5.0
2006,101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',28.0,31.5,11.87,3.25,15.0
2006,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',217.0,83.0,6' 11'',105.5,8' 9.5'',31.5,35.0,11.6,3.38,7.0
2006,201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',249.4,82.0,6' 10'',107.5,8' 11.5'',21.5,27.0,13.13,3.68,12.0
2006,-1,Carl,Krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',26.0,31.0,11.62,3.38,8.0
2006,101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',203.2,81.0,6' 9'',101.0,8' 5'',32.0,29.5,11.38,3.23,8.0
2006,101135,David,Lee,David Lee,PF,79.75,6' 7.75'',229.5,84.0,7' 0'',106.5,8' 10.5'',30.5,32.5,10.8,3.19,14.0
2006,12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',233.4,84.0,7' 0'',103.5,8' 7.5'',,,,,17.0
2006,101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',154.4,72.0,6' 0'',92.0,7' 8'',29.0,34.0,10.44,3.14,4.0
2006,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',186.6,85.0,7' 1'',104.0,8' 8'',30.5,37.0,11.64,3.21,7.0
2006,101131,Jason,Maxiell,Jason Maxiell,PF,77.0,6' 5'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,,,
2006,101118,Sean,May,Sean May,PF,79.0,6' 7'',258.8,85.25,7' 1.25'',105.0,8' 9'',30.0,33.0,11.04,3.29,12.0
2006,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',201.0,82.75,6' 10.75'',103.5,8' 7.5'',32.5,34.5,10.39,3.11,15.0
2006,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',228.6,81.0,6' 9'',105.5,8' 9.5'',26.5,32.0,10.64,3.27,10.0
2006,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',231.4,84.0,7' 0'',106.5,8' 10.5'',29.0,33.0,11.7,3.24,14.0
2006,101223,Aaron,Miles,Aaron Miles,PG,72.0,6' 0'',174.6,75.5,6' 3.5'',94.0,7' 10'',32.0,37.5,10.69,3.22,7.0
2006,12116,Ellis,Myles,Ellis Myles,PF,78.0,6' 6'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',26.0,28.5,12.8,3.42,15.0
2006,12117,Larry,O'Bannon,Larry O'Bannon,SG,75.0,6' 3'',196.0,78.0,6' 6'',99.5,8' 3.5'',31.5,36.5,11.44,3.18,17.0
2006,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',25.0,30.5,12.12,3.48,11.0
2006,101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',178.0,76.25,6' 4.25'',93.0,7' 9'',32.0,38.0,11.09,3.22,10.0
2006,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',259.2,82.5,6' 10.5'',106.0,8' 10'',,,,,
2006,101232,Roger,Powell,Roger Powell,SF,76.75,6' 4.75'',218.6,83.5,6' 11.5'',104.0,8' 8'',,,,,
2006,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',221.8,82.75,6' 10.75'',105.0,8' 9'',27.5,34.5,11.54,3.21,12.0
2006,101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',31.5,39.0,10.49,3.29,11.0
2006,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',178.8,74.75,6' 2.75'',95.0,7' 11'',31.5,37.0,11.17,3.19,14.0
2006,201575,Brandon,Rush,Brandon Rush,SG-SF,77.0,6' 5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',32.5,35.0,11.33,3.31,0.0
2006,101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',241.6,89.0,7' 5'',111.5,9' 3.5'',23.5,26.5,12.4,3.47,1.0
2006,101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',255.8,84.0,7' 0'',107.0,8' 11'',27.0,27.5,11.05,3.35,11.0
2006,12120,Tre,Simmons,Tre Simmons,SG-SF,76.0,6' 4'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',27.0,31.5,10.8,3.18,3.0
2006,12121,David,Simon,David Simon,C-PF,80.0,6' 8'',258.8,87.5,7' 3.5'',108.0,9' 0'',28.0,33.0,11.98,3.44,18.0
2006,101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',261.0,85.75,7' 1.75'',109.0,9' 1'',28.5,33.0,11.26,3.27,14.0
2006,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',176.2,75.0,6' 3'',95.0,7' 11'',28.5,34.0,10.84,3.33,14.0
2006,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',200.0,80.0,6' 8'',102.0,8' 6'',25.0,29.5,11.11,3.27,6.0
2006,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,
2006,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,6' 8'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',30.5,33.0,11.5,3.23,15.0
2006,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',236.6,84.25,7' 0.25'',109.0,9' 1'',26.0,31.0,10.86,3.3,11.0
2006,101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',215.0,86.0,7' 2'',108.0,9' 0'',33.0,38.0,,3.22,11.0
2006,101110,Martell,Webster,Martell Webster,SF,78.0,6' 6'',229.6,83.0,6' 11'',106.0,8' 10'',28.0,30.5,11.39,3.39,7.0
2006,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,6' 8'',269.4,86.0,7' 2'',108.0,9' 0'',28.5,33.5,12.11,3.25,15.0
2006,101114,Deron,Williams,Deron Williams,PG,73.75,6' 1.75'',202.4,78.25,6' 6.25'',98.0,8' 2'',30.0,35.0,10.83,3.25,15.0
2006,101214,Jawad,Williams,Jawad Williams,SF,79.0,6' 7'',218.0,85.25,7' 1.25'',106.5,8' 10.5'',28.0,34.0,11.39,3.23,15.0
2006,101107,Marvin,Williams,Marvin Williams,PF-SF,79.0,6' 7'',228.2,87.5,7' 3.5'',108.0,9' 0'',29.5,35.0,11.11,3.17,12.0
2006,101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,6' 1.25'',186.8,82.0,6' 10'',100.5,8' 4.5'',30.0,36.0,11.58,3.27,8.0
2006,101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,6' 5.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',26.5,29.5,11.45,3.41,12.0
2007,12123,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,6' 6.5'',250.0,82.25,6' 10.25'',104.0,8' 8'',28.5,30.5,11.57,3.47,26.0
2007,200772,Maurice,Ager,Maurice Ager,SG-PG,75.25,6' 3.25'',203.0,79.75,6' 7.75'',101.5,8' 5.5'',29.5,35.0,11.73,3.22,11.0
2007,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,6' 10'',234.0,88.75,7' 4.75'',110.0,9' 2'',26.5,34.0,12.02,3.43,8.0
2007,201165,Morris,Almond,Morris Almond,SG-SF,76.75,6' 4.75'',214.0,82.0,6' 10'',102.5,8' 6.5'',31.0,35.5,11.45,3.19,13.0
2007,200811,Lou,Amundson,Lou Amundson,PF,79.2,6' 7.2'',221.0,83.5,6' 11.5'',103.5,8' 7.5'',32.0,35.5,10.58,3.2,14.0
2007,202151,Rashad,Anderson,Rashad Anderson,SG,75.25,6' 3.25'',224.0,79.0,6' 7'',100.0,8' 4'',27.5,32.5,11.77,3.48,13.0
2007,200756,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,6' 9.5'',240.0,88.0,7' 4'',109.0,9' 1'',28.5,31.5,12.28,3.53,13.0
2007,200788,James,Augustine,James Augustine,PF,80.25,6' 8.25'',227.0,84.25,7' 0.25'',104.0,8' 8'',30.0,32.5,10.54,3.25,13.0
2007,200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,6' 5.25'',206.0,85.0,7' 1'',104.5,8' 8.5'',30.5,35.0,11.58,3.22,9.0
2007,12124,J.P.,Batista,J.P. Batista,PF,79.5,6' 7.5'',265.0,82.0,6' 10'',103.5,8' 7.5'',26.0,30.5,11.62,3.38,26.0
2007,200807,Will,Blalock,Will Blalock,PG,71.25,5' 11.25'',194.0,78.0,6' 6'',96.5,8' 0.5'',35.0,40.0,11.08,3.18,8.0
2007,200847,Brandon,Bowman,Brandon Bowman,SF,78.75,6' 6.75'',209.0,83.5,6' 11.5'',103.0,8' 7'',31.0,34.0,11.41,3.31,24.0
2007,200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,6' 5.75'',223.0,83.25,6' 11.25'',103.5,8' 7.5'',35.0,41.0,11.32,3.14,19.0
2007,200787,Denham,Brown,Denham Brown,SG-SF,76.0,6' 4'',218.0,81.5,6' 9.5'',102.5,8' 6.5'',28.0,34.5,11.42,3.25,12.0
2007,12125,Brad,Buckman,Brad Buckman,PF,79.25,6' 7.25'',238.0,84.0,7' 0'',107.5,8' 11.5'',25.5,30.5,12.26,3.54,10.0
2007,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,6' 6.5'',234.0,81.0,6' 9'',103.0,8' 7'',28.5,35.5,10.57,3.21,17.0
2007,200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,6' 4.5'',204.0,82.0,6' 10'',103.5,8' 7.5'',32.0,38.5,10.57,3.06,10.0
2007,12127,Keydren,Clark,Keydren Clark,PG,69.0,5' 9'',184.0,74.5,6' 2.5'',92.5,7' 8.5'',31.0,34.0,11.03,3.11,13.0
2007,200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,6' 4.25'',224.0,82.0,6' 10'',103.0,8' 7'',31.5,37.5,12.0,3.27,9.0
2007,12128,Taquan,Dean,Taquan Dean,SG-PG,74.0,6' 2'',183.0,78.75,6' 6.75'',98.0,8' 2'',30.5,34.5,10.53,3.2,16.0
2007,12129,Terence,Dials,Terence Dials,PF-C,79.75,6' 7.75'',253.0,84.0,7' 0'',106.0,8' 10'',26.5,30.0,11.54,3.5,16.0
2007,12130,Sean,Dockery,Sean Dockery,PG-SG,72.75,6' 0.75'',182.0,76.5,6' 4.5'',95.5,7' 11.5'',29.0,33.0,10.88,3.34,4.0
2007,200770,Jordan,Farmar,Jordan Farmar,PG,72.75,6' 0.75'',171.0,75.0,6' 3'',94.5,7' 10.5'',33.5,42.0,11.07,3.17,11.0
2007,200751,Randy,Foye,Randy Foye,SG-PG,74.25,6' 2.25'',212.0,78.25,6' 6.25'',97.0,8' 1'',32.0,38.0,10.53,3.23,14.0
2007,12185,Torin,Francis,Torin Francis,PF-C,81.0,6' 9'',247.0,85.0,7' 1'',105.5,8' 9.5'',26.5,32.0,11.97,3.51,9.0
2007,200752,Rudy,Gay,Rudy Gay,SF-PF,79.0,6' 7'',222.0,87.0,7' 3'',107.5,8' 11.5'',33.0,40.5,11.03,3.32,9.0
2007,12186,Nick,George,Nick George,SF-SG,76.0,6' 4'',201.0,82.0,6' 10'',103.0,8' 7'',30.5,38.0,11.69,3.25,14.0
